loan_id,customer_id,product_type,risk_grade,loan_amount,tenure_months,acquisition_channel,default_flag,loan_status,default_probability,risk_category,segment_name,stress_score,early_stress_flag,income_to_emi,credit_bureau_score,dpd_max,payment_ratio
LOAN001308,CUST01333,Personal Loan,A,25000,36,Organic App,0,Active,0.000224944,Low Risk,Stressed Borrowers,0.0121,0,79.1859207868362,776.0,5.0,0.9994
LOAN001309,CUST02447,Personal Loan,B,100000,36,DSA Agent,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0024,0,15.958459711506515,719.0,1.0,1.0
LOAN001310,CUST04858,SME Working Capital,B,200000,18,DSA Agent,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,1.866456676029534,686.0,1.0,1.0
LOAN001311,CUST03705,Personal Loan,B,50000,24,Organic App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,12.27911158989411,724.0,3.0,1.0
LOAN001312,CUST01600,Personal Loan,C,150000,12,Paid Ad,0,Active,0.00013541951,Low Risk,Emerging Borrowers,0.0051,0,1.4924794098649383,666.0,2.0,0.9983
LOAN001313,CUST04303,Personal Loan,B,50000,24,Organic App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,13.30928478719902,654.0,3.0,1.0
LOAN001314,CUST01970,BNPL,B,5000,6,Organic App,0,Active,0.0001284088,Low Risk,Stressed Borrowers,0.0048,0,65.17173825267705,732.0,2.0,1.0
LOAN001315,CUST04458,BNPL,D,10000,1,Organic App,0,Closed,0.00013129294,Low Risk,Prime Borrowers,0.1088,1,6.561169264672513,638.0,18.0,0.672
LOAN001316,CUST03504,Personal Loan,B,25000,36,Partner App,0,Active,0.000224944,Low Risk,Stressed Borrowers,0.0001,0,71.36850488999231,664.0,0.0,0.9994
LOAN001317,CUST04568,Personal Loan,D,100000,48,DSA Agent,0,Active,0.00034949873,Low Risk,Emerging Borrowers,0.0073,0,6.9726915794592985,540.0,3.0,0.9996
LOAN001318,CUST04292,Personal Loan,B,150000,24,DSA Agent,1,Defaulted,0.99974567,Critical Risk,High Risk Borrowers,0.3526,0,9.507289648721484,682.0,94.0,0.6985
LOAN001319,CUST04804,Personal Loan,B,50000,18,Partner App,1,Defaulted,0.9998233,Critical Risk,High Risk Borrowers,0.534,0,25.194699605875755,742.0,90.0,0.4239
LOAN001320,CUST03850,SME Working Capital,C,500000,6,DSA Agent,0,Closed,0.00014023292,Low Risk,Emerging Borrowers,0.0048,0,0.4797900026435115,688.0,2.0,1.0
LOAN001321,CUST04396,Personal Loan,D,25000,48,Paid Ad,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.0121,0,31.23813495031443,642.0,5.0,0.9996
LOAN001322,CUST00807,SME Working Capital,D,300000,6,Paid Ad,0,Closed,0.00014976227,Low Risk,Emerging Borrowers,0.0024,0,0.2006899377858363,591.0,1.0,1.0
LOAN001323,CUST04469,Personal Loan,B,200000,12,DSA Agent,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.012,0,2.190041150705282,666.0,5.0,1.0
LOAN001324,CUST02385,SME Working Capital,B,300000,18,DSA Agent,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0074,0,2.208404528302044,671.0,3.0,0.9989
LOAN001325,CUST03429,BNPL,D,10000,3,Paid Ad,0,Closed,0.00029710037,Low Risk,Emerging Borrowers,0.0013,0,4.704405964126693,666.0,0.0,0.9933
LOAN001326,CUST03172,Personal Loan,C,25000,48,Partner App,0,Active,0.000224944,Low Risk,Stressed Borrowers,0.0072,0,57.40877665593488,637.0,3.0,1.0
LOAN001327,CUST03041,Personal Loan,A,50000,24,Organic App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0026,0,34.66361682673651,820.0,1.0,0.9992
LOAN001328,CUST01077,Personal Loan,D,75000,36,Organic App,1,Defaulted,0.99982315,Critical Risk,High Risk Borrowers,0.3712,0,6.544980262640167,663.0,102.0,0.6803
LOAN001329,CUST04110,Personal Loan,C,50000,48,Organic App,1,Defaulted,0.99985397,Critical Risk,High Risk Borrowers,0.3695,0,27.692916180271972,602.0,95.0,0.7119
LOAN001330,CUST02176,SME Working Capital,C,300000,12,Organic App,0,Active,0.00061334413,Low Risk,High Risk Borrowers,0.5549,1,1.151617877408793,630.0,89.0,0.3727
LOAN001331,CUST01673,Personal Loan,C,25000,24,Organic App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0048,0,8.482969198591672,737.0,2.0,1.0
LOAN001332,CUST02939,Personal Loan,B,75000,48,DSA Agent,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0048,0,12.797943758612307,746.0,2.0,1.0
LOAN001333,CUST04688,Personal Loan,D,50000,24,Organic App,0,Closed,0.00016355232,Low Risk,Emerging Borrowers,0.012,0,11.933743034416617,591.0,5.0,1.0
LOAN001334,CUST03202,SME Working Capital,D,300000,12,Partner App,0,Closed,0.00013541951,Low Risk,Emerging Borrowers,0.0,0,1.4163601669959691,620.0,0.0,1.0
LOAN001335,CUST03148,Personal Loan,C,150000,24,Organic App,0,Closed,0.00021332827,Low Risk,Emerging Borrowers,0.0048,0,4.511450761070281,712.0,2.0,1.0
LOAN001336,CUST00401,Personal Loan,C,150000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0073,0,9.268189792760024,595.0,3.0,0.9994
LOAN001337,CUST00137,SME Working Capital,D,300000,18,Partner App,1,Defaulted,0.99978,Critical Risk,High Risk Borrowers,0.346,0,0.7529670455728248,628.0,90.0,0.6626
LOAN001338,CUST01411,BNPL,C,5000,12,Partner App,0,Closed,0.00036184367,Low Risk,Stressed Borrowers,0.3724,0,85.38399409106522,663.0,83.0,0.634
LOAN001339,CUST01893,SME Working Capital,D,750000,36,DSA Agent,0,Active,0.0007370857,Low Risk,Emerging Borrowers,0.0072,0,0.7601124263030091,633.0,3.0,1.0
LOAN001340,CUST03576,Personal Loan,C,50000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.012,0,17.797168517875274,620.0,5.0,1.0
LOAN001341,CUST00800,BNPL,C,10000,6,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0127,0,23.29734453497918,650.0,5.0,0.9967
LOAN001342,CUST00437,SME Working Capital,B,200000,6,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,1.2491241518510152,727.0,0.0,1.0
LOAN001343,CUST01813,BNPL,C,15000,6,Paid Ad,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0048,0,14.80978077876498,713.0,2.0,1.0
LOAN001344,CUST03468,Personal Loan,C,100000,24,Partner App,0,Active,0.00013541951,Low Risk,Emerging Borrowers,0.0048,0,7.821011541056826,661.0,2.0,1.0
LOAN001345,CUST01092,Personal Loan,C,75000,48,Paid Ad,1,Defaulted,0.99984217,Critical Risk,High Risk Borrowers,0.3035,0,12.764989742583856,654.0,96.0,0.8413
LOAN001346,CUST01178,BNPL,D,20000,12,Organic App,1,Defaulted,0.9997558,Critical Risk,High Risk Borrowers,0.4414,0,13.361676455197612,645.0,95.0,0.5164
LOAN001347,CUST02309,Personal Loan,B,25000,24,DSA Agent,0,Closed,0.0001284088,Low Risk,Stressed Borrowers,0.0002,0,61.854532528173294,685.0,0.0,0.9992
LOAN001348,CUST02611,Personal Loan,D,50000,48,Organic App,1,Defaulted,0.99891937,Critical Risk,High Risk Borrowers,0.3783,0,9.824951370550188,613.0,87.0,0.7052
LOAN001349,CUST01241,BNPL,D,5000,6,Paid Ad,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.0,0,51.95299932813295,668.0,0.0,1.0
LOAN001350,CUST01226,BNPL,B,15000,3,Paid Ad,0,Active,0.00013129294,Low Risk,Prime Borrowers,0.1258,1,8.167749901380363,713.0,20.0,0.6111
LOAN001351,CUST04085,BNPL,C,5000,1,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,20.52841169162369,742.0,0.0,1.0
LOAN001352,CUST03591,BNPL,D,15000,6,Partner App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0333,0,9.913356352703063,694.0,0.0,0.8333
LOAN001353,CUST02834,Personal Loan,B,100000,48,DSA Agent,0,Active,0.000224944,Low Risk,Prime Borrowers,0.012,0,23.713372964564822,700.0,5.0,1.0
LOAN001354,CUST04953,Personal Loan,B,100000,24,DSA Agent,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0,0,4.72326547610174,722.0,0.0,1.0
LOAN001355,CUST01034,BNPL,C,5000,3,Partner App,0,Closed,0.0001284088,Low Risk,Stressed Borrowers,0.0,0,45.15240905114658,683.0,0.0,1.0
LOAN001356,CUST02772,SME Working Capital,B,1000000,18,DSA Agent,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0048,0,0.9215027381137172,663.0,2.0,1.0
LOAN001357,CUST02505,Personal Loan,D,100000,36,Organic App,0,Active,0.0002305188,Low Risk,Emerging Borrowers,0.0121,0,4.949211417492209,579.0,5.0,0.9994
LOAN001358,CUST04190,BNPL,D,20000,1,Partner App,0,Closed,0.00013129294,Low Risk,High Risk Borrowers,0.1662,1,2.1872660392526195,505.0,26.0,0.481
LOAN001359,CUST00361,Personal Loan,B,100000,18,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,10.61512331726107,690.0,1.0,1.0
LOAN001360,CUST00460,Personal Loan,D,75000,24,Paid Ad,0,Active,0.0006394391,Low Risk,Emerging Borrowers,0.0074,0,6.339639297539205,591.0,3.0,0.9992
LOAN001361,CUST03902,Personal Loan,C,100000,12,DSA Agent,0,Active,0.00047014363,Low Risk,High Risk Borrowers,0.4048,0,2.490687472514329,691.0,87.0,0.6032
LOAN001362,CUST02501,BNPL,C,10000,6,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,27.101742546962424,687.0,0.0,1.0
LOAN001363,CUST01774,Personal Loan,D,75000,24,DSA Agent,1,Defaulted,0.99978584,Critical Risk,High Risk Borrowers,0.3505,0,8.346330615649485,595.0,90.0,0.7121
LOAN001364,CUST04311,Personal Loan,D,100000,48,Organic App,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.0049,0,9.980160137969552,623.0,2.0,0.9996
LOAN001365,CUST02865,Personal Loan,D,100000,36,DSA Agent,0,Active,0.0002305188,Low Risk,Emerging Borrowers,0.012,0,23.99865149585367,615.0,5.0,1.0
LOAN001366,CUST00337,BNPL,D,10000,6,Partner App,0,Closed,0.00045444,Low Risk,Emerging Borrowers,0.0,0,8.51538255728913,628.0,0.0,1.0
LOAN001367,CUST04049,Personal Loan,B,25000,36,Paid Ad,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0048,0,34.08492984354126,664.0,2.0,1.0
LOAN001368,CUST02377,Personal Loan,D,50000,24,Paid Ad,0,Active,0.0001315915,Low Risk,Emerging Borrowers,0.0072,0,13.595705025934404,606.0,3.0,1.0
LOAN001369,CUST02761,BNPL,C,15000,12,Organic App,0,Closed,0.0001284088,Low Risk,Stressed Borrowers,0.0,0,42.5984810868606,685.0,0.0,1.0
LOAN001370,CUST00523,Personal Loan,C,75000,48,Paid Ad,0,Active,0.0002305188,Low Risk,Emerging Borrowers,0.0048,0,11.018020975641765,655.0,2.0,1.0
LOAN001372,CUST03187,BNPL,C,15000,6,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,11.110041478204373,690.0,1.0,1.0
LOAN001373,CUST00294,BNPL,D,10000,12,Partner App,0,Closed,0.0003811322,Low Risk,Stressed Borrowers,0.2232,0,60.88042444453704,644.0,54.0,0.7818
LOAN001374,CUST04880,Personal Loan,B,150000,24,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0075,0,3.472621680627193,734.0,3.0,0.9983
LOAN001375,CUST03450,Personal Loan,C,75000,36,Organic App,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.0122,0,16.101651968051236,663.0,5.0,0.9989
LOAN001376,CUST03108,Personal Loan,C,75000,24,Partner App,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.0072,0,21.83688159603007,673.0,3.0,1.0
LOAN001377,CUST01283,Personal Loan,B,50000,24,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,21.32746581363771,694.0,1.0,1.0
LOAN001378,CUST00421,BNPL,C,5000,12,DSA Agent,1,Defaulted,0.99979836,Critical Risk,Stressed Borrowers,0.5614,0,130.26267018330844,694.0,97.0,0.407
LOAN001379,CUST02477,SME Working Capital,C,200000,6,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,1.4869484567358822,595.0,1.0,1.0
LOAN001380,CUST04689,SME Working Capital,B,500000,18,Paid Ad,0,Active,0.00047014363,Low Risk,High Risk Borrowers,0.3538,0,1.3189539324999524,673.0,88.0,0.6761
LOAN001381,CUST02534,BNPL,B,5000,1,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,6.547052144866976,703.0,0.0,1.0
LOAN001382,CUST04200,Personal Loan,C,50000,24,DSA Agent,0,Active,0.00014023292,Low Risk,Emerging Borrowers,0.0048,0,27.30755370626041,689.0,2.0,1.0
LOAN001383,CUST01567,Personal Loan,D,150000,36,Organic App,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.0049,0,5.028225723341429,555.0,2.0,0.9994
LOAN001384,CUST02120,SME Working Capital,D,300000,24,Partner App,1,Defaulted,0.99978,Critical Risk,High Risk Borrowers,0.3536,0,0.8872343541314234,591.0,100.0,0.6954
LOAN001385,CUST00178,SME Working Capital,D,750000,24,Organic App,0,Active,0.059450667,Low Risk,High Risk Borrowers,0.426,0,0.8050137762111199,622.0,86.0,0.6206
LOAN001386,CUST01921,Personal Loan,B,25000,12,DSA Agent,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0048,0,18.334920408295808,728.0,2.0,1.0
LOAN001387,CUST00945,BNPL,C,20000,1,DSA Agent,0,Closed,0.00013129294,Low Risk,Prime Borrowers,0.0411,0,2.082883794569621,695.0,0.0,0.7946
LOAN001388,CUST04511,Personal Loan,D,200000,24,Paid Ad,0,Active,0.00019445998,Low Risk,Emerging Borrowers,0.0048,0,3.656181648595655,594.0,2.0,1.0
LOAN001389,CUST03410,Personal Loan,C,150000,24,Paid Ad,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.012,0,8.734783548490183,661.0,5.0,1.0
LOAN001390,CUST02497,SME Working Capital,D,300000,12,Organic App,0,Closed,0.00015347413,Low Risk,Emerging Borrowers,0.0072,0,0.4447093193843321,631.0,3.0,1.0
LOAN001391,CUST02065,SME Working Capital,C,200000,36,Partner App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.012,0,7.546499546934313,640.0,5.0,1.0
LOAN001392,CUST01545,SME Working Capital,D,750000,18,Paid Ad,1,Defaulted,0.9995945,Critical Risk,High Risk Borrowers,0.4011,0,0.3388261273712485,637.0,96.0,0.5753
LOAN001394,CUST04882,BNPL,C,10000,6,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0333,0,32.88976477944391,687.0,0.0,0.8333
LOAN001395,CUST03751,Personal Loan,C,75000,24,DSA Agent,1,Defaulted,0.9998233,Critical Risk,High Risk Borrowers,0.4524,0,5.284983665816485,689.0,95.0,0.628
LOAN001396,CUST00754,SME Working Capital,C,1000000,24,Paid Ad,0,Active,0.05361648,Low Risk,High Risk Borrowers,0.3582,0,0.5667035165526144,628.0,88.0,0.6941
LOAN001397,CUST00396,SME Working Capital,B,300000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0121,0,2.899363982518187,711.0,5.0,0.9994
LOAN001398,CUST03418,BNPL,D,10000,3,Organic App,0,Closed,0.00013129294,Low Risk,High Risk Borrowers,0.414,1,9.57667145483095,653.0,33.0,0.4093
LOAN001399,CUST01204,Personal Loan,B,75000,36,DSA Agent,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0121,0,11.676116841988616,702.0,5.0,0.9994
LOAN001400,CUST02018,SME Working Capital,D,300000,12,DSA Agent,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.0027,0,0.9119707589492954,598.0,1.0,0.9983
LOAN001401,CUST01395,Personal Loan,C,75000,12,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.012,0,7.034783692307827,621.0,5.0,1.0
LOAN001402,CUST04027,Personal Loan,B,75000,12,Organic App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,6.029602964750393,717.0,1.0,1.0
LOAN001403,CUST02797,BNPL,B,5000,3,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,37.72927848489637,769.0,0.0,1.0
LOAN001404,CUST04315,SME Working Capital,B,1000000,12,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0048,0,0.5234464852344937,745.0,2.0,1.0
LOAN001405,CUST02340,Personal Loan,B,50000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0072,0,9.63093910177488,707.0,3.0,1.0
LOAN001406,CUST01623,BNPL,D,10000,3,Organic App,0,Closed,0.00013129294,Low Risk,High Risk Borrowers,0.3893,1,10.397447384464416,603.0,30.0,0.4968
LOAN001407,CUST00975,SME Working Capital,D,200000,18,Partner App,0,Closed,0.00014976227,Low Risk,Emerging Borrowers,0.0072,0,1.4521884827386975,591.0,3.0,1.0
LOAN001408,CUST00916,BNPL,C,5000,1,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,8.864470183767889,652.0,0.0,1.0
LOAN001409,CUST00464,Personal Loan,D,100000,12,DSA Agent,0,Active,0.00036184367,Low Risk,High Risk Borrowers,0.3853,0,4.538902866631906,609.0,82.0,0.5574
LOAN001410,CUST04642,BNPL,C,10000,3,Organic App,0,Closed,0.00013541951,Low Risk,Emerging Borrowers,0.0,0,17.4821377051168,664.0,0.0,1.0
LOAN001411,CUST02317,Personal Loan,D,100000,18,Partner App,0,Active,0.00016355232,Low Risk,Emerging Borrowers,0.012,0,1.60179762956317,591.0,5.0,1.0
LOAN001412,CUST02304,Personal Loan,C,50000,36,Organic App,0,Active,0.000224944,Low Risk,Stressed Borrowers,0.012,0,69.95528547594913,690.0,5.0,1.0
LOAN001413,CUST02729,BNPL,D,30000,3,Partner App,0,Active,0.00013129294,Low Risk,High Risk Borrowers,0.1517,1,3.934171606066623,648.0,24.0,0.5295
LOAN001414,CUST04264,Personal Loan,B,75000,36,Organic App,1,Defaulted,0.9998266,Critical Risk,High Risk Borrowers,0.3443,0,20.01479985319452,657.0,99.0,0.7755
LOAN001415,CUST04752,Personal Loan,A,75000,36,DSA Agent,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0121,0,19.0403133657338,811.0,5.0,0.9994
LOAN001416,CUST03286,BNPL,D,5000,3,Organic App,0,Closed,0.00013129294,Low Risk,High Risk Borrowers,0.1663,1,22.88635917144851,623.0,21.0,0.4205
LOAN001417,CUST02604,Personal Loan,C,50000,48,Paid Ad,1,Defaulted,0.99810314,Critical Risk,High Risk Borrowers,0.2735,0,26.123413526174808,620.0,81.0,0.8437
LOAN001418,CUST04632,Personal Loan,D,100000,48,DSA Agent,0,Active,0.00023722395,Low Risk,Emerging Borrowers,0.012,0,19.857463385888284,630.0,5.0,1.0
LOAN001419,CUST02802,BNPL,C,10000,3,Partner App,0,Closed,0.00013776284,Low Risk,Emerging Borrowers,0.0691,0,25.414894990778407,693.0,1.0,0.6667
LOAN001420,CUST00977,Personal Loan,D,100000,48,DSA Agent,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.0073,0,10.514183013160856,576.0,3.0,0.9996
LOAN001421,CUST04148,Personal Loan,B,50000,48,Organic App,0,Active,0.000224944,Low Risk,Stressed Borrowers,0.0048,0,45.77052604415438,739.0,2.0,1.0
LOAN001422,CUST03219,Personal Loan,B,100000,12,Partner App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.012,0,4.947765594228688,745.0,5.0,1.0
LOAN001423,CUST02688,Personal Loan,D,100000,12,Organic App,0,Closed,0.00013776284,Low Risk,Emerging Borrowers,0.0024,0,2.1998227599771627,588.0,1.0,1.0
LOAN001424,CUST04048,SME Working Capital,A,200000,6,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,1.2228417716409423,768.0,0.0,1.0
LOAN001425,CUST04039,BNPL,C,5000,3,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.012,0,34.06361433491674,723.0,5.0,1.0
LOAN001426,CUST00129,SME Working Capital,A,1000000,24,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,1.894033935576681,864.0,3.0,1.0
LOAN001427,CUST04335,SME Working Capital,B,200000,18,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,3.341596114441544,697.0,1.0,1.0
LOAN001428,CUST03774,BNPL,B,10000,3,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0037,0,18.714958034521445,759.0,1.0,0.9933
LOAN001429,CUST03111,Personal Loan,C,50000,12,Organic App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,11.347042915792011,648.0,3.0,1.0
LOAN001430,CUST03174,Personal Loan,D,100000,24,Partner App,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.0026,0,12.398911685209365,588.0,1.0,0.9992
LOAN001431,CUST04978,Personal Loan,C,100000,12,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0024,0,4.924159048222673,621.0,1.0,1.0
LOAN001432,CUST00232,BNPL,D,5000,1,Organic App,0,Closed,0.00013129294,Low Risk,Emerging Borrowers,0.0695,0,8.748976807639837,628.0,0.0,0.6524
LOAN001433,CUST01128,SME Working Capital,B,200000,24,Partner App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0074,0,6.554546499206009,706.0,3.0,0.9992
LOAN001434,CUST02559,BNPL,D,30000,6,Organic App,0,Active,0.00016722566,Low Risk,High Risk Borrowers,0.2482,0,1.8380391053319376,591.0,44.0,0.6202
LOAN001435,CUST00610,BNPL,D,15000,12,Partner App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0051,0,27.01172099147849,618.0,2.0,0.9983
LOAN001436,CUST00163,SME Working Capital,C,300000,24,Partner App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0074,0,2.1384985901480875,599.0,3.0,0.9992
LOAN001437,CUST00013,Personal Loan,B,75000,48,Paid Ad,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0122,0,15.524948290269144,666.0,5.0,0.9992
LOAN001438,CUST00709,BNPL,D,30000,1,DSA Agent,0,Closed,0.00013129294,Low Risk,High Risk Borrowers,0.1411,1,1.4721439533580694,639.0,22.0,0.5585
LOAN001439,CUST03079,BNPL,B,10000,6,DSA Agent,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,38.84005427883457,690.0,0.0,1.0
LOAN001440,CUST03886,Personal Loan,D,75000,36,Organic App,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.0122,0,11.442327124656856,579.0,5.0,0.9989
LOAN001441,CUST02549,BNPL,B,5000,9,Organic App,0,Closed,0.0001284088,Low Risk,Stressed Borrowers,0.0048,0,60.7983828134171,735.0,2.0,1.0
LOAN001442,CUST00476,Personal Loan,D,75000,36,Partner App,0,Active,0.0003636048,Low Risk,Emerging Borrowers,0.0123,0,7.298040910063497,591.0,5.0,0.9983
LOAN001443,CUST03373,Personal Loan,B,150000,36,Organic App,1,Defaulted,0.99912673,Critical Risk,High Risk Borrowers,0.287,0,9.669707137222783,690.0,83.0,0.8001
LOAN001444,CUST02228,Personal Loan,B,75000,24,DSA Agent,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0048,0,11.61994432105674,691.0,2.0,1.0
LOAN001445,CUST00027,Personal Loan,D,100000,18,Organic App,1,Defaulted,0.99978584,Critical Risk,High Risk Borrowers,0.3939,0,6.788666246997537,646.0,92.0,0.5193
LOAN001446,CUST02819,Personal Loan,C,150000,24,DSA Agent,0,Active,0.00013541951,Low Risk,Emerging Borrowers,0.0074,0,6.008574133268383,652.0,3.0,0.9992
LOAN001447,CUST04138,Personal Loan,C,75000,18,Organic App,0,Closed,0.0002547447,Low Risk,Emerging Borrowers,0.0072,0,10.4606734754977,673.0,3.0,1.0
LOAN001448,CUST01209,Personal Loan,C,75000,36,DSA Agent,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.0121,0,8.393473812211715,695.0,5.0,0.9994
LOAN001449,CUST04470,Personal Loan,C,200000,24,DSA Agent,1,Defaulted,0.9997842,Critical Risk,High Risk Borrowers,0.3565,0,1.843145056155372,633.0,96.0,0.7338
LOAN001450,CUST01348,SME Working Capital,D,300000,12,Organic App,0,Active,0.00016355232,Low Risk,Emerging Borrowers,0.0,0,0.3495093410244724,591.0,0.0,1.0
LOAN001451,CUST00198,BNPL,D,15000,6,Organic App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0,0,6.68809270824026,495.0,0.0,1.0
LOAN001452,CUST03460,SME Working Capital,A,500000,6,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0,0,0.4343763059005841,750.0,0.0,1.0
LOAN001453,CUST02546,BNPL,B,10000,9,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,35.24891223855915,775.0,0.0,1.0
LOAN001454,CUST00568,BNPL,C,15000,6,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,15.272758695250925,663.0,0.0,1.0
LOAN001455,CUST01508,SME Working Capital,D,500000,18,Partner App,0,Active,0.0009601813,Low Risk,High Risk Borrowers,0.2432,0,1.713411877373948,562.0,60.0,0.7263
LOAN001456,CUST04248,Personal Loan,C,200000,18,Organic App,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.0072,0,4.08581796740527,704.0,3.0,1.0
LOAN001457,CUST04517,Personal Loan,B,150000,24,Partner App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,6.390413103956084,701.0,3.0,1.0
LOAN001458,CUST03584,SME Working Capital,D,300000,12,DSA Agent,0,Active,0.00071437034,Low Risk,High Risk Borrowers,0.5045,0,1.7997936436213735,539.0,81.0,0.4451
LOAN001459,CUST03307,Personal Loan,A,75000,24,Partner App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0026,0,4.116396999120302,809.0,1.0,0.9992
LOAN001460,CUST04373,Personal Loan,C,150000,48,Paid Ad,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.005,0,8.33917905420727,664.0,2.0,0.9992
LOAN001461,CUST00010,BNPL,D,5000,1,Paid Ad,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.0,0,14.766946185785203,599.0,0.0,1.0
LOAN001462,CUST00887,SME Working Capital,D,300000,12,Organic App,0,Active,0.00016067154,Low Risk,Emerging Borrowers,0.0027,0,0.7548309865337172,591.0,1.0,0.9983
LOAN001463,CUST02715,BNPL,B,15000,6,Organic App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0333,0,16.54466127521168,731.0,0.0,0.8333
LOAN001464,CUST02102,BNPL,D,5000,6,DSA Agent,0,Active,0.00034417398,Low Risk,High Risk Borrowers,0.2642,0,46.21003061508417,573.0,52.0,0.6361
LOAN001465,CUST01837,Personal Loan,C,100000,18,DSA Agent,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.0026,0,10.17949738774829,639.0,1.0,0.9989
LOAN001466,CUST02921,BNPL,C,30000,12,Partner App,0,Active,0.00015918413,Low Risk,Prime Borrowers,0.012,0,20.8262319418923,748.0,5.0,1.0
